,longitude,housing_median_age,total_rooms,population,median_income,median_house_value,rooms_per_household,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
52,-122.27,41.0,3221.0,1959.0,1.1108,97500.0,4.473611111111111,False,False,True,False
53,-122.27,52.0,1630.0,1162.0,1.2475,104200.0,4.075,False,False,True,False
54,-122.28,52.0,1170.0,701.0,1.6098,87500.0,5.021459227467811,False,False,True,False
55,-122.28,52.0,945.0,576.0,1.4113,83100.0,4.295454545454546,False,False,True,False
56,-122.28,52.0,1238.0,622.0,1.5057,87500.0,4.77992277992278,False,False,True,False
57,-122.28,52.0,1489.0,728.0,0.8172,85300.0,6.102459016393443,False,False,True,False
58,-122.28,52.0,1387.0,1074.0,1.2171,80300.0,4.5625,False,False,True,False
59,-122.29,2.0,158.0,94.0,2.5625,60000.0,2.7719298245614037,False,False,True,False
60,-122.29,52.0,1121.0,554.0,3.3929,75700.0,5.994652406417113,False,False,True,False
61,-122.29,49.0,135.0,86.0,6.1183,75000.0,5.869565217391305,False,False,True,False
62,-122.29,50.0,760.0,377.0,0.9011,86100.0,6.229508196721311,False,False,True,False
63,-122.3,52.0,1224.0,521.0,1.191,76100.0,7.69811320754717,False,False,True,False
64,-122.3,48.0,828.0,392.0,2.5938,73500.0,6.225563909774436,False,False,True,False
65,-122.3,52.0,1010.0,604.0,1.1667,78400.0,5.401069518716578,False,False,True,False
66,-122.3,48.0,1455.0,788.0,0.8056,84400.0,4.382530120481928,False,False,True,False
67,-122.29,52.0,1027.0,492.0,2.6094,81300.0,6.98639455782313,False,False,True,False
68,-122.3,52.0,572.0,274.0,1.8516,85000.0,6.975609756097561,False,False,True,False
69,-122.29,46.0,2801.0,1823.0,0.9802,129200.0,4.584288052373159,False,False,True,False
70,-122.29,26.0,768.0,392.0,1.7719,82500.0,6.047244094488189,False,False,True,False
71,-122.29,46.0,935.0,582.0,0.7286,95200.0,3.375451263537906,False,False,True,False
72,-122.29,49.0,844.0,560.0,1.75,75000.0,5.552631578947368,False,False,True,False
73,-122.29,46.0,12.0,18.0,0.4999,67500.0,1.7142857142857142,False,False,True,False
74,-122.29,20.0,835.0,290.0,2.483,137500.0,6.2781954887218046,False,False,True,False
75,-122.28,17.0,1237.0,762.0,0.9241,177500.0,2.8177676537585423,False,False,True,False
76,-122.28,36.0,2914.0,1236.0,2.4464,102100.0,5.724950884086444,False,False,True,False
77,-122.28,19.0,1207.0,721.0,1.1111,108300.0,5.830917874396135,False,False,True,False
78,-122.29,23.0,1745.0,1054.0,0.8026,112500.0,5.369230769230769,False,False,True,False
79,-122.28,38.0,684.0,344.0,2.0114,131300.0,4.412903225806452,False,False,True,False
80,-122.28,17.0,924.0,609.0,1.5,162500.0,3.1972318339100347,False,False,True,False
81,-122.27,52.0,210.0,183.0,1.1667,112500.0,3.75,False,False,True,False
82,-122.28,52.0,340.0,200.0,1.5208,112500.0,3.9080459770114944,False,False,True,False
83,-122.28,52.0,386.0,346.0,0.8075,137500.0,2.490322580645161,False,False,True,False
84,-122.28,35.0,948.0,467.0,1.8088,118800.0,5.609467455621302,False,False,True,False
85,-122.28,52.0,773.0,377.0,2.4083,98200.0,6.721739130434782,False,False,True,False
86,-122.27,40.0,880.0,582.0,0.977,118800.0,2.3157894736842106,False,False,True,False
87,-122.27,10.0,875.0,546.0,0.76,162500.0,2.6515151515151514,False,False,True,False
88,-122.27,10.0,105.0,125.0,0.9722,137500.0,2.6923076923076925,False,False,True,False
89,-122.27,52.0,249.0,396.0,1.2434,500001.0,2.929411764705882,False,False,True,False
90,-122.27,16.0,994.0,800.0,2.0938,162500.0,2.74585635359116,False,False,True,False
91,-122.28,52.0,215.0,904.0,0.8668,137500.0,2.4431818181818183,False,False,True,False
92,-122.28,52.0,96.0,191.0,0.75,162500.0,2.823529411764706,False,False,True,False
93,-122.27,27.0,1055.0,718.0,2.6354,187500.0,3.493377483443709,False,False,True,False
94,-122.27,39.0,1715.0,1327.0,1.8477,179200.0,3.6723768736616704,False,False,True,False
95,-122.26,36.0,5329.0,3469.0,2.0096,130000.0,2.294016358157555,False,False,True,False
96,-122.26,31.0,4596.0,2048.0,2.8345,183800.0,3.8949152542372882,False,False,True,False
97,-122.26,29.0,335.0,202.0,2.0062,125000.0,3.681318681318681,False,False,True,False
98,-122.26,22.0,3682.0,2024.0,1.2185,170000.0,2.9456,False,False,True,False
99,-122.26,37.0,3633.0,1838.0,2.6104,193100.0,3.7071428571428573,False,False,True,False
100,-122.25,29.0,4656.0,2304.0,2.4912,257800.0,3.7248,False,False,True,False
101,-122.25,28.0,5806.0,2563.0,3.2177,273400.0,3.8784235136940546,False,False,True,False
102,-122.25,39.0,854.0,389.0,3.125,237500.0,3.745614035087719,False,False,True,False
103,-122.25,52.0,2155.0,895.0,2.5795,350000.0,3.5154975530179446,False,False,True,False
104,-122.26,34.0,5871.0,2689.0,2.8406,335700.0,3.281721632196758,False,False,True,False
105,-122.24,52.0,1509.0,674.0,4.9306,313400.0,6.184426229508197,False,False,True,False
106,-122.24,52.0,2026.0,709.0,3.2727,268500.0,4.442982456140351,False,False,True,False
107,-122.25,52.0,1758.0,686.0,3.1691,259400.0,4.165876777251185,False,False,True,False
108,-122.24,52.0,3481.0,1444.0,3.9,275700.0,4.848189415041783,False,False,True,False
109,-122.25,28.0,3337.0,1520.0,3.9063,225000.0,4.160847880299252,False,False,True,False
110,-122.25,52.0,1424.0,550.0,5.0917,262500.0,5.628458498023716,False,False,True,False
111,-122.25,32.0,3809.0,1806.0,2.6429,218500.0,3.7270058708414875,False,False,True,False
112,-122.25,26.0,3959.0,1749.0,3.0233,255000.0,3.2530813475760065,False,False,True,False
113,-122.25,52.0,2376.0,939.0,3.1484,224100.0,4.578034682080925,False,False,True,False
114,-122.25,35.0,1613.0,675.0,3.4722,243100.0,3.822274881516588,False,False,True,False
115,-122.25,52.0,1279.0,534.0,3.1429,231600.0,4.3951890034364265,False,False,True,False
116,-122.25,28.0,5022.0,2558.0,2.4234,218500.0,3.0234798314268514,False,False,True,False
117,-122.25,52.0,4190.0,1786.0,3.0897,234100.0,4.040501446480231,False,False,True,False
118,-122.23,50.0,2515.0,970.0,5.8596,327600.0,6.742627345844504,False,False,True,False
119,-122.23,47.0,3175.0,1098.0,5.2868,347600.0,6.546391752577319,False,False,True,False
120,-122.24,41.0,2576.0,794.0,5.956,366100.0,6.851063829787234,False,False,True,False
121,-122.24,37.0,334.0,98.0,4.9643,335000.0,7.1063829787234045,False,False,True,False
122,-122.23,52.0,2800.0,1061.0,6.3434,373600.0,6.947890818858561,False,False,True,False
123,-122.24,52.0,3529.0,1177.0,5.1773,389500.0,6.358558558558559,False,False,True,False
124,-122.24,52.0,2612.0,901.0,7.2354,391100.0,7.11716621253406,False,False,True,False
125,-122.22,28.0,5287.0,2031.0,5.457,337300.0,5.5303347280334725,False,False,True,False
126,-122.22,50.0,2935.0,1031.0,7.5,295200.0,6.127348643006263,False,False,True,False
127,-122.21,44.0,3424.0,1358.0,6.0194,292300.0,5.735343383584589,False,False,True,False
128,-122.21,40.0,4991.0,1616.0,7.5544,411500.0,7.631498470948012,False,False,True,False
129,-122.2,30.0,2211.0,844.0,6.0666,311500.0,6.446064139941691,False,False,True,False
130,-122.21,34.0,3038.0,1140.0,7.0548,325900.0,6.125,False,False,True,False
131,-122.19,18.0,1617.0,533.0,11.6017,392600.0,8.335051546391753,False,False,True,False
132,-122.2,35.0,2865.0,1072.0,7.4882,319300.0,6.467268623024831,False,False,True,False
133,-122.21,34.0,5065.0,1627.0,6.8976,333300.0,6.6122715404699735,False,False,True,False
134,-122.19,28.0,1326.0,463.0,8.2049,335200.0,6.978947368421053,False,False,True,False
135,-122.2,26.0,1589.0,542.0,8.401,351200.0,7.530805687203792,False,False,True,False
136,-122.19,29.0,1791.0,661.0,6.8538,368900.0,6.657992565055762,False,False,True,False
137,-122.19,32.0,1835.0,635.0,8.317,365900.0,6.977186311787072,False,False,True,False
138,-122.2,37.0,1229.0,420.0,7.0175,366700.0,6.982954545454546,False,False,True,False
139,-122.2,39.0,3770.0,1265.0,6.3302,362800.0,7.54,False,False,True,False
140,-122.18,30.0,292.0,126.0,6.3624,483300.0,5.615384615384615,False,False,True,False
141,-122.21,52.0,2375.0,813.0,7.0549,331400.0,6.785714285714286,False,False,True,False
142,-122.2,45.0,2964.0,1067.0,6.7851,323500.0,6.957746478873239,False,False,True,False
143,-122.21,50.0,2833.0,1260.0,2.8929,216700.0,5.132246376811594,False,False,True,False
144,-122.21,38.0,2254.0,951.0,3.0812,233100.0,4.628336755646817,False,False,True,False
145,-122.21,52.0,1389.0,510.0,5.2402,296400.0,6.200892857142857,False,False,True,False
146,-122.22,52.0,1971.0,765.0,6.5217,273700.0,6.39935064935065,False,False,True,False
147,-122.22,52.0,2183.0,1129.0,3.2632,227700.0,4.745652173913044,False,False,True,False
148,-122.22,52.0,2286.0,1073.0,3.0298,199600.0,5.183673469387755,False,False,True,False
149,-122.22,52.0,2721.0,1185.0,4.5428,239800.0,5.283495145631068,False,False,True,False
150,-122.22,52.0,2024.0,756.0,4.072,270100.0,5.952941176470588,False,False,True,False
151,-122.22,52.0,2944.0,1034.0,5.3509,302100.0,5.65067178502879,False,False,True,False
152,-122.23,52.0,2033.0,787.0,3.1603,269500.0,4.429193899782135,False,False,True,False
153,-122.23,52.0,1433.0,612.0,4.7708,314700.0,6.727699530516432,False,False,True,False
154,-122.22,52.0,2927.0,1021.0,8.1564,390100.0,7.7026315789473685,False,False,True,False
155,-122.23,52.0,2315.0,861.0,8.8793,410300.0,8.972868217054264,False,False,True,False
156,-122.24,52.0,2485.0,953.0,6.8591,352400.0,7.599388379204893,False,False,True,False
157,-122.24,52.0,1490.0,634.0,6.0302,287300.0,5.8203125,False,False,True,False
158,-122.23,52.0,2814.0,878.0,7.508,348700.0,7.994318181818182,False,False,True,False
159,-122.24,52.0,2093.0,918.0,2.7477,243800.0,4.333333333333333,False,False,True,False
160,-122.24,52.0,888.0,360.0,2.1944,211500.0,5.074285714285714,False,False,True,False
161,-122.25,52.0,2087.0,1197.0,3.0149,218400.0,4.276639344262295,False,False,True,False
162,-122.24,52.0,2513.0,1048.0,3.675,269900.0,4.851351351351352,False,False,True,False
163,-122.25,46.0,3232.0,1373.0,3.225,218800.0,4.326639892904953,False,False,True,False
164,-122.25,42.0,4120.0,1715.0,2.9345,225000.0,4.059113300492611,False,False,True,False
165,-122.25,43.0,2364.0,1359.0,2.1429,250000.0,3.2742382271468142,False,False,True,False
166,-122.25,41.0,1471.0,1062.0,1.6121,171400.0,3.5617433414043584,False,False,True,False
167,-122.25,29.0,2468.0,1335.0,1.3929,193800.0,3.1927554980595083,False,False,True,False
168,-122.24,27.0,1632.0,1171.0,2.3173,125000.0,3.804195804195804,False,False,True,False
169,-122.25,45.0,1786.0,1475.0,1.7772,97500.0,3.882608695652174,False,False,True,False
170,-122.25,50.0,629.0,742.0,2.6458,125000.0,3.2091836734693877,False,False,True,False
171,-122.25,52.0,1339.0,1086.0,2.181,138800.0,3.6887052341597797,False,False,True,False
172,-122.25,36.0,1678.0,1645.0,2.2303,116700.0,3.0902394106813995,False,False,True,False
173,-122.25,43.0,2344.0,1710.0,1.6504,151800.0,3.639751552795031,False,False,True,False
174,-122.24,52.0,996.0,731.0,2.2697,127000.0,4.368421052631579,False,False,True,False
175,-122.24,52.0,1591.0,1118.0,2.1563,128600.0,4.585014409221902,False,False,True,False
176,-122.24,52.0,1586.0,1006.0,2.1348,140600.0,4.7343283582089555,False,False,True,False
177,-122.24,47.0,2046.0,1213.0,2.6292,182700.0,3.693140794223827,False,False,True,False
178,-122.23,52.0,1192.0,772.0,2.3833,146900.0,4.638132295719845,False,False,True,False
179,-122.24,52.0,1803.0,1321.0,2.957,122800.0,4.496259351620948,False,False,True,False
180,-122.24,49.0,2838.0,1487.0,2.5238,169300.0,4.192023633677991,False,False,True,False
181,-122.23,52.0,783.0,488.0,1.9375,126600.0,4.209677419354839,False,False,True,False
182,-122.23,51.0,1590.0,949.0,1.9028,127900.0,4.0561224489795915,False,False,True,False
183,-122.23,50.0,1746.0,1149.0,2.25,123500.0,4.20722891566265,False,False,True,False
184,-122.23,52.0,1252.0,844.0,2.3929,111900.0,4.4714285714285715,False,False,True,False
185,-122.23,43.0,5963.0,4367.0,2.1917,112800.0,4.844029244516653,False,False,True,False
186,-122.23,52.0,1783.0,1659.0,2.9357,107900.0,4.327669902912621,False,False,True,False
187,-122.23,30.0,999.0,1011.0,1.8854,137500.0,3.7984790874524714,False,False,True,False
188,-122.24,39.0,1469.0,1464.0,2.1638,105500.0,3.776349614395887,False,False,True,False
189,-122.24,47.0,1372.0,1237.0,2.125,95500.0,4.528052805280528,False,False,True,False
190,-122.24,52.0,674.0,647.0,3.375,116100.0,4.011904761904762,False,False,True,False
191,-122.24,43.0,1626.0,1284.0,2.2542,112200.0,4.554621848739496,False,False,True,False
192,-122.25,51.0,175.0,228.0,2.1,75000.0,3.1818181818181817,False,False,True,False
193,-122.25,39.0,461.0,381.0,1.6,112500.0,3.747967479674797,False,False,True,False
194,-122.25,52.0,902.0,846.0,3.625,125000.0,3.973568281938326,False,False,True,False
195,-122.26,20.0,2373.0,1659.0,1.6929,115000.0,3.510355029585799,False,False,True,False
196,-122.22,52.0,391.0,520.0,1.6471,95000.0,2.8333333333333335,False,False,True,False
197,-122.22,52.0,1137.0,866.0,2.59,96400.0,4.38996138996139,False,False,True,False
198,-122.23,52.0,769.0,612.0,2.57,72000.0,4.202185792349726,False,False,True,False
199,-122.23,52.0,472.0,415.0,2.6429,71300.0,3.746031746031746,False,False,True,False
200,-122.23,52.0,862.0,994.0,3.0257,80800.0,4.046948356807512,False,False,True,False
201,-122.22,50.0,1920.0,1525.0,1.4886,128800.0,4.0251572327044025,False,False,True,False
202,-122.23,43.0,1420.0,1506.0,1.9338,112500.0,3.2420091324200913,False,False,True,False
203,-122.23,52.0,986.0,1008.0,1.4844,119400.0,3.8666666666666667,False,False,True,False
204,-122.23,44.0,2340.0,2813.0,1.6009,118100.0,3.1158455392809588,False,False,True,False
205,-122.23,48.0,1696.0,1481.0,2.0375,122500.0,4.944606413994169,False,False,True,False
206,-122.23,49.0,1175.0,859.0,2.293,106300.0,5.365296803652968,False,False,True,False
207,-122.22,37.0,2343.0,1608.0,2.1494,132500.0,4.479923518164436,False,False,True,False
208,-122.23,30.0,610.0,425.0,1.6198,122700.0,4.357142857142857,False,False,True,False
209,-122.23,40.0,930.0,564.0,1.3281,113300.0,5.054347826086956,False,False,True,False
210,-122.22,44.0,1487.0,961.0,3.5156,109500.0,5.466911764705882,False,False,True,False
211,-122.22,52.0,3424.0,2273.0,3.9048,164700.0,4.998540145985402,False,False,True,False
212,-122.21,52.0,762.0,600.0,3.0893,125000.0,3.9076923076923076,False,False,True,False
213,-122.22,46.0,2366.0,1647.0,2.6042,124700.0,4.489563567362429,False,False,True,False
214,-122.22,49.0,1826.0,1201.0,2.5,136700.0,4.306603773584905,False,False,True,False
215,-122.22,38.0,3049.0,2167.0,2.7969,141700.0,4.626707132018209,False,False,True,False
216,-122.2,29.0,1640.0,939.0,2.8321,150000.0,4.823529411764706,False,False,True,False
217,-122.21,47.0,1543.0,859.0,2.9583,138800.0,5.284246575342466,False,False,True,False
218,-122.21,34.0,2364.0,1517.0,2.8365,139200.0,4.5813953488372094,False,False,True,False
219,-122.21,35.0,1745.0,1143.0,2.875,143800.0,4.520725388601036,False,False,True,False
220,-122.21,39.0,2003.0,1109.0,3.0682,156500.0,4.316810344827586,False,False,True,False
221,-122.21,39.0,2018.0,1221.0,3.0757,151000.0,4.524663677130045,False,False,True,False
222,-122.2,43.0,3045.0,1115.0,4.9559,273000.0,6.6923076923076925,False,False,True,False
223,-122.2,52.0,1547.0,706.0,4.7721,217100.0,5.772388059701493,False,False,True,False
224,-122.21,52.0,3519.0,1883.0,3.4861,187100.0,4.984419263456091,False,False,True,False
225,-122.2,41.0,2070.0,804.0,5.1184,239600.0,6.088235294117647,False,False,True,False
226,-122.21,48.0,1321.0,506.0,4.0977,229700.0,5.242063492063492,False,False,True,False
227,-122.19,48.0,1694.0,610.0,4.744,257300.0,7.117647058823529,False,False,True,False
228,-122.19,46.0,1938.0,768.0,4.2727,246900.0,5.837349397590361,False,False,True,False
229,-122.19,50.0,968.0,462.0,2.9844,179900.0,5.260869565217392,False,False,True,False
230,-122.2,40.0,1060.0,667.0,4.1739,169600.0,4.51063829787234,False,False,True,False
231,-122.2,46.0,2041.0,1059.0,3.8487,203300.0,5.1152882205513786,False,False,True,False
232,-122.19,52.0,1813.0,637.0,4.0114,263400.0,6.5451263537906135,False,False,True,False
233,-122.19,45.0,2718.0,1106.0,4.6563,231800.0,5.986784140969163,False,False,True,False
234,-122.19,28.0,3144.0,1737.0,2.9297,140500.0,4.699551569506727,False,False,True,False
235,-122.2,35.0,1802.0,1009.0,2.3036,126000.0,4.62051282051282,False,False,True,False
236,-122.2,49.0,882.0,737.0,2.6667,122000.0,4.2,False,False,True,False
237,-122.2,44.0,1621.0,1354.0,2.619,134700.0,3.30142566191446,False,False,True,False
238,-122.21,45.0,2115.0,1530.0,2.4167,139400.0,4.462025316455696,False,False,True,False
239,-122.2,45.0,2021.0,1410.0,2.7788,115400.0,4.210416666666666,False,False,True,False
240,-122.21,46.0,2239.0,1390.0,2.7352,137300.0,3.9349736379613356,False,False,True,False
241,-122.21,52.0,1477.0,1065.0,1.8472,137000.0,5.4907063197026025,False,False,True,False
242,-122.21,52.0,1056.0,792.0,2.6583,142600.0,4.310204081632653,False,False,True,False
243,-122.21,49.0,898.0,779.0,3.0536,137500.0,3.6653061224489796,False,False,True,False
244,-122.22,44.0,2968.0,2269.0,2.3906,111700.0,4.865573770491803,False,False,True,False
245,-122.21,43.0,1702.0,1227.0,1.7188,126800.0,4.181818181818182,False,False,True,False
246,-122.21,47.0,881.0,753.0,2.625,111300.0,3.6556016597510372,False,False,True,False
247,-122.22,40.0,494.0,547.0,2.8015,114800.0,3.6592592592592594,False,False,True,False
248,-122.22,50.0,1776.0,1807.0,1.7276,102300.0,4.036363636363636,False,False,True,False
249,-122.22,44.0,1678.0,1700.0,2.0801,131900.0,3.38989898989899,False,False,True,False
250,-122.22,51.0,1637.0,1543.0,2.489,119100.0,4.1653944020356235,False,False,True,False
251,-122.21,52.0,1420.0,1085.0,1.7546,80600.0,4.733333333333333,False,False,True,False
252,-122.21,52.0,591.0,353.0,4.0904,80600.0,4.313868613138686,False,False,True,False
253,-122.21,52.0,745.0,473.0,2.6765,88800.0,5.0,False,False,True,False
254,-122.2,49.0,2272.0,1621.0,2.4338,102400.0,4.703933747412008,False,False,True,False
255,-122.21,46.0,1234.0,1183.0,2.3309,98700.0,3.4858757062146895,False,False,True,False
256,-122.21,43.0,1017.0,836.0,2.2604,100000.0,3.6714801444043323,False,False,True,False
257,-122.19,42.0,932.0,900.0,1.8039,92300.0,3.543726235741445,False,False,True,False
258,-122.2,39.0,2689.0,1888.0,2.2562,94800.0,5.007448789571694,False,False,True,False
259,-122.2,41.0,1547.0,1024.0,2.0562,102000.0,4.536656891495602,False,False,True,False
260,-122.2,52.0,2300.0,1225.0,3.5398,158400.0,5.4373522458628845,False,False,True,False
261,-122.2,39.0,1752.0,1071.0,3.1167,121600.0,4.659574468085107,False,False,True,False
262,-122.2,50.0,1867.0,1128.0,2.5401,129100.0,4.939153439153439,False,False,True,False
263,-122.2,43.0,2430.0,1537.0,2.898,121400.0,5.020661157024794,False,False,True,False
264,-122.21,44.0,1729.0,1240.0,2.3125,102800.0,4.399491094147582,False,False,True,False
265,-122.19,52.0,1026.0,469.0,2.875,160000.0,6.107142857142857,False,False,True,False
266,-122.19,52.0,2170.0,1086.0,3.3715,143900.0,5.105882352941176,False,False,True,False
267,-122.19,52.0,2329.0,1144.0,3.5114,151200.0,5.585131894484412,False,False,True,False
268,-122.19,52.0,2492.0,1109.0,4.3125,164400.0,6.645333333333333,False,False,True,False
269,-122.19,52.0,2198.0,984.0,3.22,156500.0,5.956639566395664,False,False,True,False
270,-122.18,33.0,142.0,575.0,3.875,225000.0,3.021276595744681,False,False,True,False
271,-122.19,49.0,1183.0,496.0,5.2328,174200.0,5.660287081339713,False,False,True,False
272,-122.19,52.0,1070.0,555.0,3.7262,166900.0,5.631578947368421,False,False,True,False
273,-122.2,45.0,1766.0,869.0,4.5893,163500.0,5.400611620795107,False,False,True,False
274,-122.18,39.0,617.0,236.0,5.2578,253000.0,5.820754716981132,False,False,True,False
275,-122.18,41.0,1411.0,626.0,7.0875,240700.0,6.593457943925234,False,False,True,False
276,-122.18,46.0,2109.0,922.0,3.9712,208100.0,6.410334346504559,False,False,True,False
277,-122.19,47.0,1229.0,582.0,2.9514,198100.0,4.80078125,False,False,True,False
278,-122.19,50.0,954.0,546.0,2.6667,172800.0,4.746268656716418,False,False,True,False
279,-122.18,37.0,1643.0,620.0,5.4446,336700.0,6.176691729323308,False,False,True,False
280,-122.18,34.0,1355.0,442.0,6.2838,318200.0,6.948717948717949,False,False,True,False
281,-122.18,23.0,2317.0,955.0,6.7527,285800.0,7.064024390243903,False,False,True,False
282,-122.13,24.0,2459.0,916.0,7.0712,293000.0,7.589506172839506,False,False,True,False
283,-122.16,22.0,12842.0,4985.0,5.9849,371000.0,6.528723945094052,False,False,True,False
284,-122.17,42.0,1524.0,651.0,3.6875,157300.0,5.707865168539326,False,False,True,False
285,-122.17,30.0,3326.0,1704.0,2.875,135300.0,4.731152204836415,False,False,True,False
286,-122.18,43.0,1985.0,1085.0,3.4205,136700.0,4.877149877149877,False,False,True,False
287,-122.18,50.0,1642.0,713.0,3.2984,160700.0,5.78169014084507,False,False,True,False
288,-122.17,49.0,893.0,468.0,3.875,140600.0,4.933701657458563,False,False,True,False
289,-122.17,52.0,653.0,296.0,4.175,144000.0,5.396694214876033,False,False,True,False
290,-122.16,47.0,1256.0,570.0,4.375,161900.0,5.761467889908257,False,False,True,False
291,-122.16,48.0,977.0,446.0,4.7708,156300.0,5.427777777777778,False,False,True,False
292,-122.16,45.0,2324.0,968.0,3.5739,176000.0,6.052083333333333,False,False,True,False
293,-122.16,39.0,1583.0,857.0,3.0958,145800.0,5.0094936708860756,False,False,True,False
294,-122.17,39.0,1612.0,912.0,3.3958,141900.0,5.0062111801242235,False,False,True,False
295,-122.17,31.0,2424.0,1360.0,1.871,90700.0,5.3628318584070795,False,False,True,False
296,-122.17,41.0,1594.0,1074.0,1.9356,90600.0,4.490140845070423,False,False,True,False
297,-122.17,47.0,2118.0,965.0,2.1842,107900.0,5.544502617801047,False,False,True,False
298,-122.18,37.0,1575.0,933.0,2.2917,107000.0,4.921875,False,False,True,False
